단속건수,위도,경도,대표_단속동,대표_장소
1,36.7959022393311,127.160267926574,구성동,천안시 구성동 466-1
1,36.8228459480319,127.159016621087,신부동,천안시 신부동 643
1,36.7976587720611,127.15531355238,구성동,천안시 구성동 529
1,36.797722772984,127.156191358182,구성동,천안시 구성동 487-7
1,36.7977623950777,127.153233130264,청수동,천안시 청수동 219-47
1,36.8224729912532,127.156151750182,신부동,천안시 신부동 602
1,36.8224752422343,127.156290291399,신부동,천안시 신부동 603
1,36.8225216925647,127.154116950817,신부동,천안시 신부동 320-42
1,36.7970309299227,127.152627512671,청수동,천안시 청수동 220-5
1,36.7971612076445,127.155152655645,구성동,천안시 구성동 382-76
1,36.8227832061794,127.152710807015,신부동,천안시 신부동 819
1,36.8228043998957,127.153536804579,신부동,천안시 신부동 561
1,36.8045187278347,127.148346945197,오룡동,천안시 오룡동 203-1
1,36.8045726661687,127.14779863456,대흥동,천안시 대흥동 228-1
1,36.8045766353478,127.148012562024,오룡동,천안시 오룡동 205-5
1,36.8046602588521,127.146556968307,대흥동,천안시 대흥동 248-1
1,36.8046800816953,127.158570374044,원성동,천안시 원성동 124-2
1,36.8047333889067,127.153168017127,원성동,천안시 원성동 304-12
1,36.8048308444522,127.150093201607,오룡동,천안시 오룡동 159
1,36.8048501880886,127.139688786564,봉명동,천안시 봉명동 42-40
1,36.8049321543715,127.152482051039,오룡동,천안시 오룡동 59
1,36.8141658019055,127.150739478926,성황동,천안시 성황동 40-6
1,36.8056094959242,127.133381966299,봉명동,천안시 봉명동 212-2
1,36.8056939996948,127.150322368438,오룡동,천안시 오룡동 141-2
1,36.8228079574676,127.154546810984,신부동,천안시 신부동 568
1,36.8228377564421,127.154360024888,신부동,천안시 신부동 567
1,36.8247241987082,127.156175603409,신부동,천안시 신부동 305-15
1,36.8247794892886,127.157229679449,신부동,천안시 신부동 303-10
1,36.8234633168961,127.152465681051,신부동,천안시 신부동 319-37
1,36.8235208521902,127.152219878083,신부동,천안시 신부동 852
1,36.8235452670527,127.151306087407,신부동,천안시 신부동 859
1,36.7946621124118,127.131233472976,신방동,천안시 신방동 13-10
1,36.7946798302841,127.145809330567,용곡동,천안시 용곡동 342-30
1,36.7948209963389,127.131135705152,신방동,천안시 신방동 13-19
1,36.7948472216609,127.146058498457,용곡동,천안시 용곡동 342-2
1,36.7949642817003,127.131046313702,신방동,천안시 신방동 13-3
1,36.7949741925022,127.164029122317,구성동,천안시 구성동 455-5
1,36.7950201581878,127.145901067888,용곡동,천안시 용곡동 334-1
1,36.7942305473933,127.159693246405,구성동,천안시 구성동 311-5
1,36.7942794794926,127.150714288068,다가동,천안시 다가동 27-2
1,36.7943251345648,127.159581062973,구성동,천안시 구성동 311-3
1,36.8227123042189,127.151076354531,신부동,천안시 신부동 872
1,36.7941317534967,127.159784132586,구성동,천안시 구성동 309-7
1,36.7941536210018,127.128169786542,신방동,천안시 신방동 2-37
1,36.7941668724527,127.164885989611,구성동,천안시 구성동 258-7
1,36.7941917407512,127.159938204854,구성동,천안시 구성동 293-34
1,36.7941999595049,127.151031439381,다가동,천안시 다가동 468-6
1,36.8248955032306,127.153682885912,신부동,천안시 신부동 309-9
1,36.8250264688435,127.15676266411,신부동,천안시 신부동 417-19
1,36.8250493024489,127.154324451331,신부동,천안시 신부동 307-2
1,36.7945688750786,127.131044743835,신방동,천안시 신방동 13-5
1,36.8236228711097,127.160968082408,신부동,천안시 신부동 128-1
1,36.8241569321195,127.151311775131,신부동,천안시 신부동 843-4
1,36.8242232403241,127.15110970034,신부동,천안시 신부동 843-11
1,36.8242875362777,127.151639103055,신부동,천안시 신부동 848
1,36.8243085773966,127.151462158656,신부동,천안시 신부동 843-1
1,36.8243812356159,127.151156191029,신부동,천안시 신부동 843-12
1,36.8246017807372,127.155455414917,신부동,천안시 신부동 306-1
1,36.8248071229759,127.156843256346,신부동,천안시 신부동 304-3
1,36.7939363290271,127.137245700349,용곡동,천안시 용곡동 462-16
1,36.7940034358331,127.128392278244,신방동,천안시 신방동 2-13
1,36.8129656591006,127.173139067847,유량동,천안시 유량동 406-142
1,36.8129700519852,127.132967520727,봉명동,천안시 봉명동 470
1,36.812986708376,127.17129767989,유량동,천안시 유량동 401-10
1,36.8130398223998,127.159141020339,원성동,천안시 원성동 201-14
1,36.8130547125464,127.150043469292,성황동,천안시 성황동 78-15
1,36.8131956542689,127.159185947208,원성동,천안시 원성동 433
1,36.8049726768342,127.150023777619,오룡동,천안시 오룡동 160
1,36.8049750703198,127.135571959172,봉명동,천안시 봉명동 62-540
1,36.8052227978381,127.159530946578,원성동,천안시 원성동 604
1,36.8128433019473,127.159199674775,원성동,천안시 원성동 201-12
1,36.81289148998,127.159350173415,원성동,천안시 원성동 201-19
1,36.8129074662991,127.132364920158,봉명동,천안시 봉명동 481
1,36.7940100340726,127.160371210109,구성동,천안시 구성동 293-42
1,36.7926186156252,127.156454488411,구성동,천안시 구성동 388-83
1,36.7926598410266,127.145853792167,용곡동,천안시 용곡동 546-1
1,36.7927035208754,127.150217434998,다가동,천안시 다가동 28-21
1,36.8253252151083,127.154745562667,신부동,천안시 신부동 308-4
1,36.8253838845352,127.15418501209,신부동,천안시 신부동 308-15
1,36.8254160085948,127.155878628543,신부동,천안시 신부동 417
1,36.7934221202152,127.133795335171,신방동,천안시 신방동 28-30
1,36.7935571249524,127.16111198748,구성동,천안시 구성동 294-1
1,36.793651308642,127.160899415716,구성동,천안시 구성동 294-10
1,36.7937222997099,127.127796189565,신방동,천안시 신방동 2-10
1,36.7937743116871,127.159694988449,구성동,천안시 구성동 388-92
1,36.7937928254779,127.15979866652,구성동,천안시 구성동 388-95
1,36.7938213850537,127.151115736786,청수동,천안시 청수동 216-39
1,36.7938781872778,127.146772389495,용곡동,천안시 용곡동 339-12
1,36.7927905759702,127.128105893094,신방동,천안시 신방동 1-11
1,36.7928756429503,127.150495073851,청수동,천안시 청수동 441
1,36.7924733878723,127.150065730407,다가동,천안시 다가동 28-23
1,36.7925026397482,127.1564564934,구성동,천안시 구성동 388-84
1,36.7925296764855,127.164990152393,구성동,천안시 구성동 266-2
1,36.7919012668722,127.140630051813,용곡동,천안시 용곡동 464-26
1,36.7929475192877,127.162042785216,구성동,천안시 구성동 300-6
1,36.7930570509255,127.129423164402,신방동,천안시 신방동 882
1,36.7931233021766,127.152168679899,청수동,천안시 청수동 437
1,36.7932057156592,127.150641374104,청수동,천안시 청수동 259
1,36.79332363613,127.150598020575,다가동,천안시 다가동 28-17
1,36.8255977177593,127.154601180033,신부동,천안시 신부동 300-3
1,36.825661866946,127.154816408479,신부동,천안시 신부동 300-6
1,36.7925463332873,127.129640785425,신방동,천안시 신방동 885-1
1,36.7925637474243,127.127955492375,신방동,천안시 신방동 4-6
1,36.7925730633932,127.147897481418,다가동,천안시 다가동 42-9
1,36.7925825276296,127.128088516439,신방동,천안시 신방동 1-10
1,36.7925962869922,127.15014719993,다가동,천안시 다가동 28-22
1,36.812937430927,127.149795003662,성황동,천안시 성황동 78-24
1,36.8129557730949,127.158920739355,원성동,천안시 원성동 200-2
1,36.8129561984909,127.159410825752,원성동,천안시 원성동 213-2
1,36.8054185224155,127.15959567491,원성동,천안시 원성동 609
1,36.8054590381454,127.146967284941,대흥동,천안시 대흥동 216-6
1,36.8055910169503,127.152153564652,오룡동,천안시 오룡동 52-15
1,36.8126068274629,127.164122095698,원성동,천안시 원성동 31-65
1,36.812609491643,127.164606805285,원성동,천안시 원성동 30-6
1,36.8126160516922,127.15973008115,원성동,천안시 원성동 211-10
1,36.8127224613093,127.159335590139,원성동,천안시 원성동 201-21
1,36.8265777975982,127.15547286313,신부동,천안시 신부동 298-62
1,36.826989346583,127.156424790017,신부동,천안시 신부동 296-7
1,36.7921549495285,127.135568525525,용곡동,천안시 용곡동 579
1,36.7923067057258,127.147888342285,다가동,천안시 다가동 42-10
1,36.7923074480732,127.156258904855,청수동,천안시 청수동 206-2
1,36.7923654041635,127.128464724186,신방동,천안시 신방동 7-1
1,36.7915219441735,127.149961246507,청수동,천안시 청수동 230-31
1,36.7908450689813,127.139944910075,용곡동,천안시 용곡동 248-2
1,36.7908797333444,127.127296033314,신방동,천안시 신방동 62-5
1,36.790955141558,127.132346193469,신방동,천안시 신방동 40
1,36.7919152073178,127.166349001736,구성동,천안시 구성동 267-1
1,36.7919196557263,127.128518207394,신방동,천안시 신방동 6-4
1,36.7916075458031,127.156196197752,청수동,천안시 청수동 206-22
1,36.7916344823704,127.129653926248,신방동,천안시 신방동 901
1,36.7916668148459,127.152604995293,청수동,천안시 청수동 184-20
1,36.7916962246995,127.140662952883,용곡동,천안시 용곡동 312-9
1,36.7917778931994,127.139106979289,용곡동,천안시 용곡동 465-27
1,36.8278782308012,127.185426055271,안서동,천안시 안서동 271-11
1,36.7927110156145,127.161484433589,구성동,천안시 구성동 300-34
1,36.7927570785624,127.16094068157,구성동,천안시 구성동 304-3
1,36.8129159430827,127.134447769774,봉명동,천안시 봉명동 203-4
1,36.8129283259706,127.159767601191,원성동,천안시 원성동 212
1,36.8284821151525,127.183708784771,안서동,천안시 안서동 272-2
1,36.8285897665152,127.18575867242,안서동,천안시 안서동 270-13
1,36.828664421243,127.188707027688,안서동,천안시 안서동 211
1,36.8290062802723,127.164189288293,신부동,천안시 신부동 206-8
1,36.7904965623728,127.147805428178,다가동,천안시 다가동 50-1
1,36.790539824337,127.125609184534,신방동,천안시 신방동 62-47
1,36.7905834143638,127.148107537965,다가동,천안시 다가동 50-16
1,36.8280910153702,127.166529176187,신부동,천안시 신부동 429
1,36.8282790852655,127.185687863181,안서동,천안시 안서동 270-5
1,36.82843144632,127.185293887133,안서동,천안시 안서동 270-16
1,36.7912611887045,127.16511358845,구성동,천안시 구성동 394-4
1,36.7913278570586,127.155839905288,청수동,천안시 청수동 207-1
1,36.7913476302873,127.128850120823,신방동,천안시 신방동 57-11
1,36.7913475812848,127.15003070717,청수동,천안시 청수동 230-14
1,36.7914138152071,127.159180421953,청수동,천안시 청수동 423
1,36.7914426031153,127.129352440806,신방동,천안시 신방동 898
1,36.7897925469558,127.121604655657,신방동,천안시 신방동 785-11
1,36.7910134289235,127.149042769491,다가동,천안시 다가동 55-2
1,36.812736953528,127.134393775005,봉명동,천안시 봉명동 204-1
1,36.8127559970737,127.13023621594,봉명동,천안시 봉명동 483
1,36.8127862119346,127.159438603004,원성동,천안시 원성동 211-16
1,36.8128095870035,127.133510225277,봉명동,천안시 봉명동 459
1,36.8057720667211,127.139422748917,봉명동,천안시 봉명동 45-9
1,36.8057850093314,127.140294041648,봉명동,천안시 봉명동 44-20
1,36.8058807649089,127.139478976231,봉명동,천안시 봉명동 45-31
1,36.8059257133974,127.151711699764,오룡동,천안시 오룡동 127-1
1,36.805940559464,127.153624378763,원성동,천안시 원성동 267-16
1,36.8124194190497,127.150408810487,성황동,천안시 성황동 36-18
1,36.8125606774043,127.159630223628,원성동,천안시 원성동 211-15
1,36.8059645440527,127.148071039426,대흥동,천안시 대흥동 212
1,36.7911126042408,127.147627461228,다가동,천안시 다가동 51-2
1,36.791183619862,127.148922321032,다가동,천안시 다가동 30-2
1,36.7894880449887,127.13593623658,용곡동,천안시 용곡동 476-17
1,36.789544525167,127.156684859331,청수동,천안시 청수동 356
1,36.7896263544216,127.155304396515,청수동,천안시 청수동 201-1
1,36.8304262631913,127.186193561794,안서동,천안시 안서동 192-1
1,36.7907630661355,127.149069509886,청수동,천안시 청수동 232-12
1,36.7908439581715,127.167381025672,구성동,천안시 구성동 391-1
1,36.8296438524794,127.18623807316,안서동,천안시 안서동 202-4
1,36.8299270878109,127.176053314934,안서동,천안시 안서동 238-13
1,36.7901587053776,127.126749329359,신방동,천안시 신방동 62-45
1,36.7901853749747,127.147323516799,다가동,천안시 다가동 465
1,36.7901974628021,127.148472710013,다가동,천안시 다가동 56-8
1,36.7902362482076,127.158499821809,청수동,천안시 청수동 434
1,36.7903062827889,127.120975366772,쌍용동,천안시 쌍용동 2046-2
1,36.790341662289,127.155024961372,청수동,천안시 청수동 204-8
1,36.7903611836006,127.12792964611,신방동,천안시 신방동 65-21
1,36.7904219867401,127.15548122972,청수동,천안시 청수동 202-4
1,36.7893817404018,127.136855868188,용곡동,천안시 용곡동 215-2
1,36.7893877501415,127.137114683135,용곡동,천안시 용곡동 215-7
1,36.7893971766745,127.120148004361,신방동,천안시 신방동 904
1,36.7894607418115,127.137347737252,용곡동,천안시 용곡동 215-1
1,36.7899658645588,127.15819866882,청수동,천안시 청수동 413
1,36.7899701914126,127.155187675393,청수동,천안시 청수동 202-8
1,36.7899721144488,127.125446251806,신방동,천안시 신방동 74-13
1,36.7900023572207,127.156702821264,청수동,천안시 청수동 368
1,36.8300216221602,127.164142696338,신부동,천안시 신부동 210
1,36.8300562507627,127.161690340361,신부동,천안시 신부동 273-3
1,36.8301878802711,127.190260382378,안서동,천안시 안서동 181
1,36.8302153485229,127.180384128618,안서동,천안시 안서동 540-21
1,36.8302395385815,127.163664287862,신부동,천안시 신부동 211-16
1,36.8302700895467,127.161950741041,신부동,천안시 신부동 272-18
1,36.8302834056023,127.176950339048,안서동,천안시 안서동 226-3
1,36.7894734990947,127.153868675402,청수동,천안시 청수동 182
1,36.7890573670218,127.1373791716,용곡동,천안시 용곡동 208-3
1,36.7891463380513,127.125356733148,신방동,천안시 신방동 74-18
1,36.7891567331495,127.135041714926,용곡동,천안시 용곡동 477
1,36.7891693355824,127.121605687437,신방동,천안시 신방동 785-64
1,36.7891815197822,127.121056841371,신방동,천안시 신방동 785-121
1,36.7891862908663,127.155893602785,청수동,천안시 청수동 354
1,36.7892116905139,127.133293486108,용곡동,천안시 용곡동 476-9
1,36.7892492711085,127.141784556301,용곡동,천안시 용곡동 294-10
1,36.788780631025,127.127761093698,신방동,천안시 신방동 49-16
1,36.8305679781545,127.179055044454,안서동,천안시 안서동 234-22
1,36.7892496319941,127.128457169576,신방동,천안시 신방동 49-25
1,36.7893149990922,127.132531033453,용곡동,천안시 용곡동 480-1
1,36.789341915417,127.155823111074,청수동,천안시 청수동 353
1,36.7893474943133,127.121067297797,신방동,천안시 신방동 785
1,36.7893470582055,127.136532917551,용곡동,천안시 용곡동 222-2
1,36.7893512903812,127.154715986385,청수동,천안시 청수동 347
1,36.8307382736246,127.179183792013,안서동,천안시 안서동 234-3
1,36.8307544414668,127.176992563349,안서동,천안시 안서동 226-1
1,36.7890364910501,127.124241348056,신방동,천안시 신방동 74-36
1,36.8059854355883,127.140201396948,봉명동,천안시 봉명동 44-2
1,36.8060186669869,127.132758721964,봉명동,천안시 봉명동 211-6
1,36.8060595618894,127.147021325255,대흥동,천안시 대흥동 206-1
1,36.8060622210431,127.147129917206,대흥동,천안시 대흥동 206-4
1,36.8060695367739,127.160494632484,원성동,천안시 원성동 625
1,36.8060882957748,127.138394828218,봉명동,천안시 봉명동 58-40
1,36.8061039759589,127.138316637982,봉명동,천안시 봉명동 517
1,36.8061226779156,127.148079972588,대흥동,천안시 대흥동 169
1,36.8061370262886,127.160029272609,원성동,천안시 원성동 507-1
1,36.8122959719802,127.159398361939,원성동,천안시 원성동 205-1
1,36.8061837964037,127.160428755008,원성동,천안시 원성동 506
1,36.8062396824894,127.134227887388,봉명동,천안시 봉명동 209-14
1,36.789049875971,127.136685431414,용곡동,천안시 용곡동 217-2
1,36.7887896751105,127.12671940154,신방동,천안시 신방동 71-40
1,36.7888503112789,127.120394973504,신방동,천안시 신방동 784-18
1,36.7888762970735,127.12361279294,신방동,천안시 신방동 74-83
1,36.7888803425897,127.120014322983,신방동,천안시 신방동 784-11
1,36.7889459033545,127.123139553289,신방동,천안시 신방동 785-93
1,36.7889646743492,127.124669993401,신방동,천안시 신방동 74-97
1,36.7890246875002,127.157083657036,청당동,천안시 청당동 602
1,36.830773130136,127.178355590564,안서동,천안시 안서동 234-9
1,36.8308213538855,127.178165586332,안서동,천안시 안서동 234-8
1,36.8308271706893,127.163453116084,신부동,천안시 신부동 212-2
1,36.8310365294321,127.163298979516,신부동,천안시 신부동 254-17
1,36.831105613209,127.163387234777,신부동,천안시 신부동 254-9
1,36.8311389292943,127.175909356384,안서동,천안시 안서동 249-4
1,36.8311403660295,127.163146523698,신부동,천안시 신부동 254-11
1,36.83116609194,127.163048493162,신부동,천안시 신부동 254-2
1,36.8307321303227,127.163826756377,신부동,천안시 신부동 214-4
1,36.7880786964798,127.123636495425,신방동,천안시 신방동 87-11
1,36.7882053235531,127.119382066299,신방동,천안시 신방동 783-6
1,36.7871958520781,127.163914512344,삼룡동,천안시 삼룡동 401-17
1,36.7885576861996,127.135821325416,용곡동,천안시 용곡동 546-83
1,36.7886022949134,127.127262016256,신방동,천안시 신방동 52-1
1,36.7886181297012,127.126694359233,신방동,천안시 신방동 73-18
1,36.7886400978397,127.126373413978,신방동,천안시 신방동 73-13
1,36.7886584173281,127.135990788721,용곡동,천안시 용곡동 546-88
1,36.7886816497964,127.126193665301,신방동,천안시 신방동 73-16
1,36.7887071870744,127.121573587162,신방동,천안시 신방동 785-83
1,36.7887163054884,127.135247311409,용곡동,천안시 용곡동 478-4
1,36.7887308302382,127.128485432757,신방동,천안시 신방동 49-20
1,36.7887672591558,127.123962168822,신방동,천안시 신방동 74-45
1,36.7887760222616,127.125914179208,신방동,천안시 신방동 74-72
1,36.7883770260231,127.165674856882,삼룡동,천안시 삼룡동 275-6
1,36.7883792451712,127.127704857919,신방동,천안시 신방동 87-3
1,36.7870988450437,127.166672112554,삼룡동,천안시 삼룡동 271-3
1,36.7859942816751,127.237068476142,목천읍,천안시 목천읍 서리 24-13
1,36.7860228699244,127.160479703676,청당동,천안시 청당동 623
1,36.7884060275125,127.135980147505,용곡동,천안시 용곡동 546-94
1,36.7884501367149,127.127393069784,신방동,천안시 신방동 50-8
1,36.7884693536395,127.124477274707,신방동,천안시 신방동 74-66
1,36.7884842237641,127.128459140877,신방동,천안시 신방동 47-4
1,36.7884970975124,127.149020418157,청수동,천안시 청수동 235-8
1,36.7885295328841,127.12755374772,신방동,천안시 신방동 50-7
1,36.7885333067469,127.126889833117,신방동,천안시 신방동 71-9
1,36.7877526964761,127.119469310898,신방동,천안시 신방동 783-8
1,36.7877582915747,127.165242865861,삼룡동,천안시 삼룡동 270-29
1,36.7877653491017,127.155530870701,청당동,천안시 청당동 482
1,36.7877657603343,127.119740453789,신방동,천안시 신방동 784-7
1,36.7878296918275,127.166254575655,삼룡동,천안시 삼룡동 276-14
1,36.7879963986016,127.135807114681,용곡동,천안시 용곡동 172-7
1,36.8062750926018,127.149920644813,오룡동,천안시 오룡동 40-7
1,36.8063158757798,127.155010540004,원성동,천안시 원성동 269-16
1,36.8063172177573,127.138515481787,봉명동,천안시 봉명동 41-1
1,36.8063233422165,127.151382800375,오룡동,천안시 오룡동 45-10
1,36.8063462856361,127.16021416071,원성동,천안시 원성동 504-8
1,36.806368600326,127.152493864095,원성동,천안시 원성동 266-19
1,36.8063885303643,127.132877697146,봉명동,천안시 봉명동 211-8
1,36.8123236063302,127.148852869095,대흥동,천안시 대흥동 47-1
1,36.8123900634564,127.164351936721,원성동,천안시 원성동 30-2
1,36.8064650712046,127.150472132811,오룡동,천안시 오룡동 42-7
1,36.8065002782501,127.152403579614,원성동,천안시 원성동 431-24
1,36.8319529011181,127.165294486494,신부동,천안시 신부동 223-6
1,36.7864035220017,127.122944134217,신방동,천안시 신방동 768-4
1,36.7864885988799,127.147361588572,청당동,천안시 청당동 466
1,36.7865617262716,127.159212845456,청당동,천안시 청당동 625
1,36.7866058662574,127.121938294092,신방동,천안시 신방동 768-40
1,36.784762379454,127.157726521852,청당동,천안시 청당동 570
1,36.7848699781289,127.158061711673,청당동,천안시 청당동 590
1,36.786061546492,127.15946063286,청당동,천안시 청당동 638
1,36.7861786543458,127.159286442043,청당동,천안시 청당동 627
1,36.7861832883935,127.164489095204,삼룡동,천안시 삼룡동 265-1
1,36.7862064392345,127.130973478669,용곡동,천안시 용곡동 497-21
1,36.7855073841013,127.158837489664,청당동,천안시 청당동 701
1,36.7857300373451,127.146196132558,청당동,천안시 청당동 444
1,36.7857835561532,127.160663607992,청당동,천안시 청당동 665
1,36.7858417509925,127.154555559826,청당동,천안시 청당동 476
1,36.7859511812935,127.146260858713,청당동,천안시 청당동 443
1,36.7852493562248,127.159405511504,청당동,천안시 청당동 694
1,36.7853844513254,127.13210661422,용곡동,천안시 용곡동 546-13
1,36.7872986412441,127.165172418164,삼룡동,천안시 삼룡동 396-12
1,36.7873682546831,127.13129228685,용곡동,천안시 용곡동 482-31
1,36.7876003767985,127.1593946966,청당동,천안시 청당동 606
1,36.7842212084061,127.16025995514,청당동,천안시 청당동 748
1,36.7842241071753,127.160849569406,청당동,천안시 청당동 796
1,36.7842494446808,127.161369884852,청당동,천안시 청당동 807
1,36.784297462949,127.171677215676,삼룡동,천안시 삼룡동 398-2
1,36.7843429127657,127.157792991698,청당동,천안시 청당동 574
1,36.7853964735308,127.158351944051,청당동,천안시 청당동 730
1,36.7850044342587,127.157578802146,청당동,천안시 청당동 568
1,36.7850793594071,127.159036468105,청당동,천안시 청당동 691
1,36.7851016352154,127.160097664223,청당동,천안시 청당동 653
1,36.7851653542263,127.159620659744,청당동,천안시 청당동 696
1,36.7851796851789,127.159214803628,청당동,천안시 청당동 692
1,36.78519261309,127.145681788564,청당동,천안시 청당동 441
1,36.8329580526967,127.189589374338,안서동,천안시 안서동 151
1,36.7846507745909,127.15529659621,청당동,천안시 청당동 550
1,36.7846851132199,127.157553277771,청당동,천안시 청당동 577
1,36.7847599593168,127.159339632653,청당동,천안시 청당동 681
1,36.7845603336046,127.16003245738,청당동,천안시 청당동 746
1,36.8117350804497,127.134011101116,봉명동,천안시 봉명동 204-42
1,36.811787815533,127.161484146672,원성동,천안시 원성동 218-3
1,36.8118803529562,127.16340206928,원성동,천안시 원성동 31
1,36.8119807296004,127.163210307807,원성동,천안시 원성동 223-4
1,36.811998093419,127.159981177583,원성동,천안시 원성동 210-15
1,36.8120289485293,127.159012849866,원성동,천안시 원성동 461-35
1,36.8121103282637,127.132379237549,봉명동,천안시 봉명동 476
1,36.8121391395518,127.15875408494,원성동,천안시 원성동 462-2
1,36.8121939123341,127.13241423514,봉명동,천안시 봉명동 475
1,36.8066131621426,127.159836509039,원성동,천안시 원성동 505-26
1,36.8066303133916,127.141231522129,봉명동,천안시 봉명동 2-2
1,36.7845802089968,127.157632267837,청당동,천안시 청당동 576
1,36.7846001482471,127.1487978877,청당동,천안시 청당동 950
1,36.7846214732917,127.157228822066,청당동,천안시 청당동 557
1,36.7846393927159,127.161741520199,청당동,천안시 청당동 617
1,36.7832039659223,127.164075171934,삼룡동,천안시 삼룡동 442
1,36.7832533939918,127.162267153334,청당동,천안시 청당동 842
1,36.7833450622346,127.164088355898,삼룡동,천안시 삼룡동 435
1,36.7834471991676,127.162219053897,청당동,천안시 청당동 816
1,36.7828626959304,127.162380821174,청당동,천안시 청당동 857
1,36.7829717646045,127.161296180847,청당동,천안시 청당동 849
1,36.7829963700081,127.15547194136,청당동,천안시 청당동 548
1,36.7840176898752,127.158614166934,청당동,천안시 청당동 599
1,36.7841569347277,127.158529536048,청당동,천안시 청당동 598
1,36.7842095495647,127.153312458064,청당동,천안시 청당동 487
1,36.7834812656555,127.153594437817,청당동,천안시 청당동 501
1,36.7835615004525,127.160462136274,청당동,천안시 청당동 784
1,36.7835768914377,127.162136874654,청당동,천안시 청당동 815
1,36.7835839412843,127.164484436,삼룡동,천안시 삼룡동 427
1,36.783605049085,127.160644048548,청당동,천안시 청당동 783
1,36.7844649492126,127.157705747034,청당동,천안시 청당동 575
1,36.7836814137717,127.162472170984,삼룡동,천안시 삼룡동 407
1,36.7837548869404,127.153211735212,청당동,천안시 청당동 493
1,36.8115412212275,127.161455051233,원성동,천안시 원성동 219-11
1,36.8116061590985,127.161611411514,원성동,천안시 원성동 218-2
1,36.8117268689881,127.161440984177,원성동,천안시 원성동 218-7
1,36.8063941397273,127.147969666748,대흥동,천안시 대흥동 171-14
1,36.8064251312883,127.151269818864,오룡동,천안시 오룡동 43-6
1,36.8064283965279,127.138763113382,봉명동,천안시 봉명동 57-4
1,36.8064287395025,127.133343269275,봉명동,천안시 봉명동 230
1,36.8064478818398,127.151236357285,오룡동,천안시 오룡동 43-15
1,36.806451799751,127.156085033655,원성동,천안시 원성동 284-2
1,36.8064594438074,127.156165397133,원성동,천안시 원성동 133-27
1,36.8066569116737,127.160271286906,원성동,천안시 원성동 503-3
1,36.8067117168415,127.135154116931,봉명동,천안시 봉명동 208-28
1,36.8067911976646,127.141882672649,봉명동,천안시 봉명동 194-5
1,36.783123241059,127.162290628727,청당동,천안시 청당동 843
1,36.7821011483482,127.163968973105,삼룡동,천안시 삼룡동 505
1,36.7821179210452,127.15003131093,청당동,천안시 청당동 277-6
1,36.7821606563176,127.156518031782,청당동,천안시 청당동 533
1,36.7830135965219,127.160748679745,청당동,천안시 청당동 768
1,36.7830318367167,127.161784409192,청당동,천안시 청당동 846
1,36.7830609748481,127.161959456973,청당동,천안시 청당동 845
1,36.7831180521093,127.16126915275,청당동,천안시 청당동 836
1,36.7826136053183,127.154481525307,청당동,천안시 청당동 513
1,36.7826160890429,127.141549739405,용곡동,천안시 용곡동 141-3
1,36.7826501133666,127.161062267337,청당동,천안시 청당동 897
1,36.7826838279301,127.161318766962,청당동,천안시 청당동 850
1,36.7827019022688,127.143557416321,용곡동,천안시 용곡동 554-30
1,36.7828063651237,127.234364750222,목천읍,천안시 목천읍 서리 63-4
1,36.7828348821292,127.1622262774,청당동,천안시 청당동 856
1,36.7828399752319,127.160263800747,청당동,천안시 청당동 765
1,36.7836230008898,127.153602226547,청당동,천안시 청당동 495
1,36.781505401648,127.141829999827,용곡동,천안시 용곡동 116-1
1,36.7815103392859,127.159422861377,청당동,천안시 청당동 924
1,36.7815229119263,127.153285149729,청당동,천안시 청당동 155-53
1,36.7815451580858,127.163250156414,청당동,천안시 청당동 31-22
1,36.7824223306372,127.118842763257,신방동,천안시 신방동 719
1,36.7824373548248,127.154267425317,청당동,천안시 청당동 516
1,36.7824863943044,127.14560160854,청당동,천안시 청당동 407-7
1,36.7825132791848,127.160027304855,청당동,천안시 청당동 890
1,36.7825407804343,127.161082763448,청당동,천안시 청당동 898
1,36.7825454411719,127.152346387611,청당동,천안시 청당동 462
1,36.7825764076696,127.163174149154,삼룡동,천안시 삼룡동 465
1,36.7825900949692,127.160598799951,청당동,천안시 청당동 894
1,36.7826089143021,127.160742569312,청당동,천안시 청당동 895
1,36.8367983877946,127.17347706988,안서동,천안시 안서동 466-3
1,36.782038933693,127.156161542374,청당동,천안시 청당동 532
1,36.7820965300473,127.159612727005,청당동,천안시 청당동 974
1,36.7805694155798,127.161744282159,청당동,천안시 청당동 982
1,36.7805761392944,127.142083925534,청당동,천안시 청당동 396-6
1,36.7806563759822,127.232769933424,목천읍,천안시 목천읍 남화리 15-7
1,36.780764051674,127.143709403325,청당동,천안시 청당동 396-7
1,36.7809274202797,127.142061833053,용곡동,천안시 용곡동 116-40
1,36.7822564957893,127.154062951326,청당동,천안시 청당동 515
1,36.7823575940186,127.145847598543,청당동,천안시 청당동 408-8
1,36.7823953465871,127.156213349471,청당동,천안시 청당동 526
1,36.7816168881931,127.152592013279,청당동,천안시 청당동 158-7
1,36.7816384810708,127.142971893734,청당동,천안시 청당동 398-6
1,36.7816750542891,127.156374436216,청당동,천안시 청당동 543
1,36.78168277573,127.153629721643,청당동,천안시 청당동 156-4
1,36.7817554097709,127.155153971377,청당동,천안시 청당동 541-2
1,36.7817969627201,127.15896728763,청당동,천안시 청당동 923
1,36.7813613126966,127.154075162652,청당동,천안시 청당동 154-4
